Continent,year,month,ESVD2.0_Biome,Int$ Per Hectare Per Year,date
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
Asia,2018,1,Tropical and subtropical forests,2.797333333333333,2018-01-01
Asia,2018,2,Tropical and subtropical forests,2.797333333333333,2018-02-01
Asia,2018,3,Tropical and subtropical forests,2.797333333333333,2018-03-01
Asia,2018,4,Tropical and subtropical forests,2.797333333333333,2018-04-01
Asia,2018,5,Tropical and subtropical forests,2.797333333333333,2018-05-01
Asia,2018,6,Tropical and subtropical forests,2.797333333333333,2018-06-01
Asia,2018,7,Tropical and subtropical forests,2.797333333333333,2018-07-01
Asia,2018,8,Tropical and subtropical forests,2.797333333333333,2018-08-01
Asia,2018,9,Tropical and subtropical forests,2.797333333333333,2018-09-01
Asia,2018,10,Tropical and subtropical forests,2.797333333333333,2018-10-01
Asia,2018,11,Tropical and subtropical forests,2.797333333333333,2018-11-01
Asia,2018,12,Tropical and subtropical forests,2.797333333333333,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
South America,2018,1,Tropical and subtropical forests,5.4988,2018-01-01
South America,2018,2,Tropical and subtropical forests,5.4988,2018-02-01
South America,2018,3,Tropical and subtropical forests,5.4988,2018-03-01
South America,2018,4,Tropical and subtropical forests,5.4988,2018-04-01
South America,2018,5,Tropical and subtropical forests,5.4988,2018-05-01
South America,2018,6,Tropical and subtropical forests,5.4988,2018-06-01
South America,2018,7,Tropical and subtropical forests,5.4988,2018-07-01
South America,2018,8,Tropical and subtropical forests,5.4988,2018-08-01
South America,2018,9,Tropical and subtropical forests,5.4988,2018-09-01
South America,2018,10,Tropical and subtropical forests,5.4988,2018-10-01
South America,2018,11,Tropical and subtropical forests,5.4988,2018-11-01
South America,2018,12,Tropical and subtropical forests,5.4988,2018-12-01
Africa,2018,1,Tropical and subtropical forests,0.17539166666666664,2018-01-01
Africa,2018,2,Tropical and subtropical forests,0.17539166666666664,2018-02-01
Africa,2018,3,Tropical and subtropical forests,0.17539166666666664,2018-03-01
Africa,2018,4,Tropical and subtropical forests,0.17539166666666664,2018-04-01
Africa,2018,5,Tropical and subtropical forests,0.17539166666666664,2018-05-01
Africa,2018,6,Tropical and subtropical forests,0.17539166666666664,2018-06-01
Africa,2018,7,Tropical and subtropical forests,0.17539166666666664,2018-07-01
Africa,2018,8,Tropical and subtropical forests,0.17539166666666664,2018-08-01
Africa,2018,9,Tropical and subtropical forests,0.17539166666666664,2018-09-01
Africa,2018,10,Tropical and subtropical forests,0.17539166666666664,2018-10-01
Africa,2018,11,Tropical and subtropical forests,0.17539166666666664,2018-11-01
Africa,2018,12,Tropical and subtropical forests,0.17539166666666664,2018-12-01
Africa,2018,1,Tropical and subtropical forests,0.17438333333333333,2018-01-01
Africa,2018,2,Tropical and subtropical forests,0.17438333333333333,2018-02-01
Africa,2018,3,Tropical and subtropical forests,0.17438333333333333,2018-03-01
Africa,2018,4,Tropical and subtropical forests,0.17438333333333333,2018-04-01
Africa,2018,5,Tropical and subtropical forests,0.17438333333333333,2018-05-01
Africa,2018,6,Tropical and subtropical forests,0.17438333333333333,2018-06-01
Africa,2018,7,Tropical and subtropical forests,0.17438333333333333,2018-07-01
Africa,2018,8,Tropical and subtropical forests,0.17438333333333333,2018-08-01
Africa,2018,9,Tropical and subtropical forests,0.17438333333333333,2018-09-01
Africa,2018,10,Tropical and subtropical forests,0.17438333333333333,2018-10-01
Africa,2018,11,Tropical and subtropical forests,0.17438333333333333,2018-11-01
Africa,2018,12,Tropical and subtropical forests,0.17438333333333333,2018-12-01
Africa,2019,1,Temperate forests and woodlands,2.7609208333333335,2019-01-01
Africa,2019,2,Temperate forests and woodlands,2.7609208333333335,2019-02-01
Africa,2019,3,Temperate forests and woodlands,2.7609208333333335,2019-03-01
Africa,2019,4,Temperate forests and woodlands,2.7609208333333335,2019-04-01
Africa,2019,5,Temperate forests and woodlands,2.7609208333333335,2019-05-01
Africa,2019,6,Temperate forests and woodlands,2.7609208333333335,2019-06-01
Africa,2019,7,Temperate forests and woodlands,2.7609208333333335,2019-07-01
Africa,2019,8,Temperate forests and woodlands,2.7609208333333335,2019-08-01
Africa,2019,9,Temperate forests and woodlands,2.7609208333333335,2019-09-01
Africa,2019,10,Temperate forests and woodlands,2.7609208333333335,2019-10-01
Africa,2019,11,Temperate forests and woodlands,2.7609208333333335,2019-11-01
Africa,2019,12,Temperate forests and woodlands,2.7609208333333335,2019-12-01
Africa,2019,1,Temperate forests and woodlands,2.7609208333333335,2019-01-01
Africa,2019,2,Temperate forests and woodlands,2.7609208333333335,2019-02-01
Africa,2019,3,Temperate forests and woodlands,2.7609208333333335,2019-03-01
Africa,2019,4,Temperate forests and woodlands,2.7609208333333335,2019-04-01
Africa,2019,5,Temperate forests and woodlands,2.7609208333333335,2019-05-01
Africa,2019,6,Temperate forests and woodlands,2.7609208333333335,2019-06-01
Africa,2019,7,Temperate forests and woodlands,2.7609208333333335,2019-07-01
Africa,2019,8,Temperate forests and woodlands,2.7609208333333335,2019-08-01
Africa,2019,9,Temperate forests and woodlands,2.7609208333333335,2019-09-01
Africa,2019,10,Temperate forests and woodlands,2.7609208333333335,2019-10-01
Africa,2019,11,Temperate forests and woodlands,2.7609208333333335,2019-11-01
Africa,2019,12,Temperate forests and woodlands,2.7609208333333335,2019-12-01
Africa,2014,1,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-01-01
Africa,2014,2,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-02-01
Africa,2014,3,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-03-01
Africa,2014,4,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-04-01
Africa,2014,5,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-05-01
Africa,2014,6,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-06-01
Africa,2014,7,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-07-01
Africa,2014,8,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-08-01
Africa,2014,9,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-09-01
Africa,2014,10,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-10-01
Africa,2014,11,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-11-01
Africa,2014,12,Temperate forests and woodlands; Tropical and subtropical forests,0.00023333333333333333,2014-12-01
Africa,2014,1,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-01-01
Africa,2014,2,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-02-01
Africa,2014,3,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-03-01
Africa,2014,4,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-04-01
Africa,2014,5,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-05-01
Africa,2014,6,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-06-01
Africa,2014,7,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-07-01
Africa,2014,8,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-08-01
Africa,2014,9,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-09-01
Africa,2014,10,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-10-01
Africa,2014,11,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-11-01
Africa,2014,12,Temperate forests and woodlands; Tropical and subtropical forests,0.00020833333333333335,2014-12-01
Africa,2014,1,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-01-01
Africa,2014,2,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-02-01
Africa,2014,3,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-03-01
Africa,2014,4,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-04-01
Africa,2014,5,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-05-01
Africa,2014,6,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-06-01
Africa,2014,7,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-07-01
Africa,2014,8,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-08-01
Africa,2014,9,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-09-01
Africa,2014,10,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-10-01
Africa,2014,11,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-11-01
Africa,2014,12,Temperate forests and woodlands; Tropical and subtropical forests,0.0006083333333333333,2014-12-01
Africa,2014,1,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-01-01
Africa,2014,2,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-02-01
Africa,2014,3,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-03-01
Africa,2014,4,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-04-01
Africa,2014,5,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-05-01
Africa,2014,6,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-06-01
Africa,2014,7,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-07-01
Africa,2014,8,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-08-01
Africa,2014,9,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-09-01
Africa,2014,10,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-10-01
Africa,2014,11,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-11-01
Africa,2014,12,Temperate forests and woodlands; Tropical and subtropical forests,0.0021416666666666667,2014-12-01
Africa,2014,1,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-01-01
Africa,2014,2,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-02-01
Africa,2014,3,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-03-01
Africa,2014,4,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-04-01
Africa,2014,5,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-05-01
Africa,2014,6,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-06-01
Africa,2014,7,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-07-01
Africa,2014,8,Temperate forests and woodlands; Tropical and subtropical forests,0.011408333333333333,2014-08-01
